"Name","Team","ISO","BABIP","GB/FB","wOBA","wRC+","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","SwStr%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","EV","LA","Barrel%","HardHit%","WAR","playerid"
"Steven Duggar","Giants",".107",".313","1.75",".265","64","28.5%","68.8%","46.6%","57.9%","84.5%","75.5%","11.4%","31.7%","37.1%","31.2%","18.3%","49.5%","32.3%","85.7","9.0","3.8%","32.8%","-0.5","17719"
"Elias Diaz","Pirates",".066",".286","1.51",".265","61","29.4%","72.8%","47.4%","60.4%","88.7%","78.5%","10.2%","29.9%","35.5%","34.7%","26.7%","41.8%","31.5%","88.1","9.1","2.0%","34.3%","-1.5","11680"
"Kendrys Morales","- - -",".059",".217","1.93",".264","63","23.1%","61.9%","39.5%","71.2%","92.7%","85.4%","5.8%","42.8%","33.8%","23.4%","11.0%","47.6%","41.4%","91.3","9.6","6.9%","44.8%","-0.8","8610"
"Chris Davis","Orioles",".147",".270","0.98",".263","58","26.7%","59.9%","40.4%","41.4%","76.6%","62.9%","15.0%","39.2%","38.6%","22.2%","11.1%","50.9%","38.0%","89.1","14.1","8.8%","39.2%","-1.3","9272"
"Nicky Lopez","Royals",".084",".273","2.80",".260","56","31.6%","69.5%","49.5%","79.0%","91.2%","87.1%","6.4%","30.2%","36.6%","33.2%","19.3%","55.3%","25.4%","85.0","3.0","0.6%","19.6%","-0.2","19339"
"John Hicks","Tigers",".169",".273","1.01",".259","56","48.3%","79.8%","61.7%","54.5%","76.5%","66.7%","20.6%","46.0%","33.6%","20.4%","19.4%","42.7%","37.9%","87.9","16.1","6.2%","29.9%","-1.2","12547"
"Juan Lagares","Mets",".112",".279","1.33",".258","60","36.0%","65.9%","48.5%","61.1%","90.0%","77.5%","10.9%","28.5%","40.9%","30.6%","18.3%","57.5%","24.2%","88.3","11.2","2.2%","33.9%","-0.8","5384"
"Richie Martin Jr.","Orioles",".113",".272","1.61",".252","50","37.8%","71.0%","52.5%","62.3%","82.6%","74.4%","13.4%","31.7%","37.6%","30.7%","23.4%","51.7%","24.9%","83.2","9.4","2.4%","25.2%","-1.0","17736"
"Billy Hamilton","- - -",".057",".299","1.06",".251","50","29.0%","66.7%","46.4%","64.4%","85.6%","78.5%","10.0%","41.5%","32.1%","26.5%","26.5%","50.0%","23.5%","80.7","15.1","0.0%","7.3%","0.4","10199"
"Isan Diaz","Marlins",".134",".224","0.91",".248","53","25.9%","57.3%","37.7%","58.6%","84.7%","73.5%","10.0%","41.3%","30.6%","28.1%","15.7%","45.5%","38.8%","88.5","18.2","7.4%","32.2%","-1.2","17922"
"Travis Shaw","Brewers",".113",".216","0.58",".248","47","27.5%","68.9%","44.6%","60.5%","76.6%","70.8%","13.0%","44.7%","30.5%","24.8%","18.4%","46.1%","35.5%","89.1","24.5","6.4%","37.6%","-0.8","11982"
"Martin Prado","Marlins",".061",".268","1.75",".243","49","30.6%","59.6%","43.6%","73.7%","96.3%","87.5%","5.4%","35.3%","35.3%","29.5%","16.9%","47.3%","35.7%","87.0","8.3","0.5%","28.5%","-1.2","3312"
"Austin Hedges","Padres",".135",".228","0.69",".242","47","37.6%","69.6%","50.7%","52.5%","80.5%","68.2%","16.1%","50.5%","31.6%","18.0%","23.3%","45.1%","31.6%","86.7","21.6","7.3%","32.5%","1.4","12976"
"Grayson Greiner","Tigers",".106",".276","1.62",".242","45","33.7%","65.6%","46.2%","53.4%","82.4%","69.5%","14.0%","35.0%","37.9%","27.1%","19.3%","41.4%","39.3%","86.6","12.3","5.7%","32.9%","-0.9","17062"
"Mike Zunino","Rays",".147",".220","0.88",".235","45","36.5%","73.1%","51.3%","44.4%","77.8%","63.6%","18.7%","44.6%","33.9%","21.4%","20.8%","40.5%","38.7%","88.4","19.1","11.3%","36.9%","0.3","13265"
"Keon Broxton","- - -",".108",".292","1.42",".229","38","26.4%","67.7%","44.9%","39.7%","65.4%","57.1%","19.3%","36.9%","35.9%","27.2%","18.4%","51.5%","30.1%","88.1","10.3","5.8%","30.1%","-0.8","9253"
"Lewis Brinson","Marlins",".049",".255","1.47",".205","25","38.7%","74.4%","52.6%","55.9%","81.0%","69.7%","15.9%","41.3%","35.5%","23.2%","18.7%","41.3%","40.0%","87.0","10.0","3.9%","32.9%","-1.7","14352"
"Jeff Mathis","Rangers",".066",".243","1.02",".190","2","37.5%","69.2%","51.8%","53.9%","76.7%","67.6%","16.8%","38.0%","37.3%","24.6%","23.2%","44.4%","32.4%","86.1","16.9","0.7%","26.1%","-2.1","3448"
