"Name","Team","ISO","BABIP","GB/FB","wOBA","wRC+","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","SwStr%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","EV","LA","Barrel%","HardHit%","WAR","playerid"
"Scott Kingery","Phillies",".124",".200","0.88",".227","37","35.7%","72.2%","51.7%","61.7%","73.0%","68.6%","16.2%","34.2%","38.0%","27.8%","19.0%","48.1%","32.9%","85.9","17.8","10.1%","30.4%","-0.6","17975"
"Luis Rengifo","Angels",".044",".206","2.24",".227","41","28.3%","60.9%","42.0%","62.5%","89.3%","78.8%","8.9%","50.0%","28.8%","21.2%","18.2%","54.5%","27.3%","87.6","3.8","1.5%","33.3%","-0.4","19858"
"Dee Gordon","Mariners",".013",".242","1.50",".226","42","42.3%","63.9%","51.2%","71.8%","92.1%","82.3%","9.1%","22.6%","46.8%","30.6%","30.6%","61.3%","8.1%","79.2","14.1","0.0%","4.8%","-0.3","8203"
"Mike Ford","Yankees",".135",".140","1.67",".224","36","23.5%","60.7%","37.6%","59.6%","87.8%","76.9%","8.7%","49.2%","39.0%","11.9%","6.8%","52.5%","40.7%","89.7","8.4","6.8%","39.0%","-0.6","15585"
"Myles Straw","Astros",".049",".283","0.84",".223","39","28.6%","62.1%","43.2%","73.7%","88.4%","82.9%","7.4%","31.7%","30.0%","38.3%","10.0%","63.3%","26.7%","87.4","15.9","1.7%","21.7%","-0.4","17620"
"Willie Calhoun","Rangers",".070",".214","1.11",".217","22","25.2%","67.6%","43.9%","78.0%","90.4%","86.4%","6.0%","32.9%","44.7%","22.4%","20.0%","42.4%","37.6%","89.3","14.4","1.2%","38.8%","-0.9","17838"
"Michael Perez","Rays",".071",".228","0.83",".217","35","31.6%","67.5%","46.4%","60.3%","82.4%","73.5%","12.3%","46.6%","37.9%","15.5%","15.5%","50.0%","34.5%","87.3","14.5","10.3%","32.8%","-0.5","12977"
"Robinson Chirinos","- - -",".081",".208","1.44",".216","26","38.3%","63.8%","47.8%","61.3%","81.1%","71.1%","13.8%","37.0%","40.7%","22.2%","20.4%","59.3%","20.4%","84.5","13.7","1.9%","24.1%","-0.9","3142"
"Jo Adell","Angels",".105",".258","1.15",".212","31","35.4%","71.7%","50.8%","52.3%","66.5%","60.8%","19.9%","37.7%","33.3%","29.0%","17.4%","50.7%","31.9%","90.6","11.4","4.3%","36.2%","-1.3","20220"
"David Dahl","Rockies",".065",".258","0.96",".208","10","37.6%","75.6%","55.0%","56.3%","80.9%","71.8%","15.5%","36.4%","39.4%","24.2%","16.7%","54.5%","28.8%","85.9","16.9","3.0%","22.7%","-0.8","13744"
"Oscar Mercado","Indians",".047",".169","1.00",".159","-12","30.8%","72.2%","48.6%","51.6%","85.1%","73.0%","13.1%","39.3%","42.6%","18.0%","21.3%","54.1%","24.6%","88.2","14.5","1.6%","32.8%","-0.5","16375"
